Compound_ID,SMILES,InChIKey,Insecticidal_Active,ChEMBL_ID,N_Assay_Records,Best_pChEMBL,Median_pChEMBL,Target_Organisms,Source
EXT_00586,O=[N+]([O-])/N=C1\NCOCN1Cc1ccc(Cl)nc1,RHEABVUOLZOFCR-UHFFFAOYSA-N,1,CHEMBL2269823,3,7.85,7.82,"Drosophila melanogaster,Musca domestica",ChEMBL
EXT_00587,C=C1C(C)=C(C#N)C(=O)N1c1c(C(C)C)cccc1C(C)C,RHYXWSASENINLB-UHFFFAOYSA-N,0,CHEMBL1254374,1,4.63,4.63,Lucilia cuprina,ChEMBL
EXT_00588,Cc1cc(C)cc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1,RIQWCSUNJYMQFI-UHFFFAOYSA-N,1,CHEMBL2228438,2,6.3,5.24,"Drosophila melanogaster,Spodoptera littoralis",ChEMBL
EXT_00589,CCCCCCN(CCCCCC)C(=S)S,RJPKXYJWDKGKGW-UHFFFAOYSA-N,1,CHEMBL2023722,2,8.85,8.635,Drosophila melanogaster,ChEMBL
EXT_00590,C/C(=N\C#N)N(C)Cc1cnc(Cl)s1,RKFXZRRJPRUWET-WUXMJOGZSA-N,1,CHEMBL2269820,1,6.81,6.81,Drosophila melanogaster,ChEMBL
EXT_00591,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,RKUNBYITZUJHSG-SPUOUPEWSA-N,0,CHEMBL517712,1,4.49,4.49,Musca domestica,ChEMBL
EXT_00592,N=c1sccn1Cc1ccc(Cl)nc1,RLSQXMJPNPUPPZ-UHFFFAOYSA-N,1,CHEMBL72675,1,6.73,6.73,Drosophila melanogaster,ChEMBL
EXT_00593,CCN(CC)Cc1ccccn1,RLXNMHYUCLAIFM-UHFFFAOYSA-N,0,CHEMBL1622508,1,,,Musca domestica,ChEMBL
EXT_00594,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,RMHMFHUVIITRHF-UHFFFAOYSA-N,1,CHEMBL9967,2,6.41,6.390000000000001,Drosophila melanogaster,ChEMBL
EXT_00595,CC(C)(C)N(NC(=O)c1ccc([N+](=O)[O-])cc1)C(=O)c1ccccc1Cl,RNBWAEDCPRUHDB-UHFFFAOYSA-N,1,CHEMBL2287465,1,6.42,6.42,Spodoptera frugiperda,ChEMBL
EXT_00596,C[C@@H]1C[C@H](Nc2ccccc2)c2ccccc2N1C(=O)c1ccccc1,RNXXIKOZHJKKPF-UTKZUKDTSA-N,1,CHEMBL59018,1,5.95,5.95,Aedes aegypti,ChEMBL
EXT_00597,CCCCCCCCCC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cc(C)c(=O)[nH]c1=O,RODPFHDKOVCRPV-VYCZESIESA-N,0,CHEMBL392957,2,,,Drosophila melanogaster,ChEMBL
EXT_00598,CCC(CC)Cc1ccc(OCCONC(C)C)cc1,ROKABDFXVUGFFO-UHFFFAOYSA-N,1,CHEMBL2272192,1,8.66,8.66,Culex pipiens,ChEMBL
EXT_00599,O=C(O)CCCc1nc(-c2ccc(Cl)cc2)no1,ROMPPAWVATWIKR-UHFFFAOYSA-N,1,CHEMBL1466222,2,,,Aedes aegypti,ChEMBL
EXT_00600,CCN1CCN(CCCNC(=O)COc2ccc(-c3ccccc3)cc2)CC1,ROYSJTCXIAEDDB-UHFFFAOYSA-N,1,CHEMBL4295165,3,5.48,5.46,"Aedes aegypti,Anopheles gambiae",ChEMBL
EXT_00601,COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,RPMBYDYUVKEZJA-UHFFFAOYSA-N,1,CHEMBL500996,2,5.54,5.475,Drosophila melanogaster,ChEMBL
EXT_00602,CC(C)CNC(=O)/C=C/C=C/CCCC/C=C/c1ccc2c(c1)OCO2,RPOYGOULCHMVBB-ADDDGJNWSA-N,1,CHEMBL257943,1,,,Aedes aegypti,ChEMBL
EXT_00603,FC1CCc2nn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)cc21,RPYIFLNKXOBNLG-UHFFFAOYSA-N,1,CHEMBL206241,1,5.77,5.77,Musca domestica,ChEMBL
EXT_00604,CNC(=O)c1cccc(C)c1NC(=O)c1ccc(C(F)(F)F)cc1C,RQRDRZBTWOPNBB-UHFFFAOYSA-N,0,CHEMBL198218,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00605,O=C1CCCN1CC#CCN1CCCC1,RSDOPYMFZBJHRL-UHFFFAOYSA-N,0,CHEMBL7634,2,4.71,4.6899999999999995,Drosophila melanogaster,ChEMBL
EXT_00606,CCCCN(C)CCOc1ccc(Oc2ccccc2)cc1,RSKVCDAZZIAFIP-UHFFFAOYSA-N,1,CHEMBL2271822,1,7.23,7.23,Culex pipiens,ChEMBL
EXT_00607,Cc1cc(C)cc(C(=O)N(NC(=O)c2cccc(C)c2C)C(C)(C)C)c1,RSLMFTSJRXSAOA-UHFFFAOYSA-N,1,CHEMBL2228849,1,7.79,7.79,Spodoptera littoralis,ChEMBL
EXT_00608,O=C1CCC2(Oc3cccc4cccc(c34)O2)c2ccc(Cl)c(O)c21,RTMDACDGYGBZCM-UHFFFAOYSA-N,0,CHEMBL4217179,1,,,Aedes albopictus,ChEMBL
EXT_00609,N#C/N=C1\SCCN1Cc1cnc(Cl)s1,RUXHRNZZERQELK-WQLSENKSSA-N,1,CHEMBL2269821,1,7.03,7.03,Drosophila melanogaster,ChEMBL
EXT_00610,Cc1cccc(C(=O)N2c3ccc(F)cc3[C@@H](Nc3ccc(F)cc3)C[C@H]2C)c1,RVPXPNCGYMMUPY-ZHRRBRCNSA-N,1,CHEMBL294491,1,5.87,5.87,Aedes aegypti,ChEMBL
EXT_00611,CCOC(=O)NCCOc1ccc(CC(CC)CC)cc1,RWCXVVGXLHJNHB-UHFFFAOYSA-N,1,CHEMBL2272163,1,7.54,7.54,Culex pipiens,ChEMBL
EXT_00612,CCC(CC)Cc1ccc(OCCCOC(=O)N(C)C)cc1,RWFNXDKCMKCVNP-UHFFFAOYSA-N,1,CHEMBL2272161,1,7.77,7.77,Culex pipiens,ChEMBL
EXT_00613,C=C1C(C(C)C)=C(C#N)C(=O)N1c1c(C)cccc1C(C)C,RXMWKPAWKIZVAO-UHFFFAOYSA-N,0,CHEMBL1254692,1,4.33,4.33,Lucilia cuprina,ChEMBL
EXT_00614,O=[N+]([O-])/N=C1\N(CCCCCCN2CCN(Cc3ccc(Cl)nc3)/C2=N/[N+](=O)[O-])CCN1Cc1ccc(Cl)nc1,RYYRNTOJTBSRIT-HCTXVGCHSA-N,1,CHEMBL2271613,1,5.51,5.51,Musca domestica,ChEMBL
EXT_00615,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,RZEKVGVHFLEQIL-UHFFFAOYSA-N,1,CHEMBL118,1,6.76,6.76,Anopheles gambiae,ChEMBL
EXT_00616,CNC(=O)Oc1cccc(OCCCOc2ccc(C(F)(F)F)cc2)c1,RZHLRJGZFINBMK-UHFFFAOYSA-N,0,CHEMBL2230101,1,,,Musca domestica,ChEMBL
EXT_00617,COc1ccc(NC(S)=NCCN2CCOCC2)cc1,RZHYSLUFWXIQIJ-UHFFFAOYSA-N,0,CHEMBL1543212,1,4.96,4.96,Anopheles gambiae,ChEMBL
EXT_00618,Cc1ccc(N[C@H]2C[C@@H](C)N(C(=O)c3ccccc3F)c3ccc(C)cc32)cc1,SADWKIIBGKIGLX-JPYJTQIMSA-N,0,CHEMBL294698,1,4.48,4.48,Aedes aegypti,ChEMBL
EXT_00619,CCONCCCOc1ccc(Oc2ccccc2)cc1,SBHPEUWRJADCDI-UHFFFAOYSA-N,1,CHEMBL2271809,1,9.53,9.53,Culex pipiens,ChEMBL
EXT_00620,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,SBPBAQFWLVIOKP-UHFFFAOYSA-N,1,CHEMBL463210,2,5.74,5.38,"Drosophila melanogaster,Musca domestica",ChEMBL
EXT_00621,Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc(Cl)cc2)C(C)(C)C)c1,SBQGINRWYSHEKN-UHFFFAOYSA-N,0,CHEMBL2228859,1,4.78,4.78,Drosophila melanogaster,ChEMBL
EXT_00622,CCc1nc(C(F)(F)F)ncc1C(=O)Nc1c(C)cccc1C(=O)NC(C)C,SBUDUJISMJYINW-UHFFFAOYSA-N,0,CHEMBL197768,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00623,NCc1ccc([C@@H]2Nc3c(F)cc(F)cc3[C@@H]3C=CC[C@@H]32)cc1,SCSDNLHYMQEWLD-VKJFTORMSA-N,0,CHEMBL2064259,2,,,"Aedes aegypti,Anopheles stephensi",ChEMBL
EXT_00624,CNC(=O)Oc1ccccc1,SCWKRWCUMCMVPW-UHFFFAOYSA-N,0,CHEMBL2046815,1,,,Musca domestica,ChEMBL
EXT_00625,COc1cccc(C2SCC(=O)N2CCCN(C)C)c1,SDZSLWCLYKIAEU-UHFFFAOYSA-N,0,CHEMBL1202941,1,4.07,4.07,Anopheles gambiae,ChEMBL
EXT_00626,Fc1cc(F)c2c(c1)[C@@H]1C=CC[C@@H]1[C@H](c1ccccn1)N2,SECYMZWHUFZRKC-BWACUDIHSA-N,0,CHEMBL2064255,2,,,"Aedes aegypti,Anopheles stephensi",ChEMBL
EXT_00627,O=S(=O)(CCc1ccccc1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,SEKFSLRHYOITAX-PEBLQZBPSA-N,0,CHEMBL1689636,1,,,Drosophila melanogaster,ChEMBL
EXT_00628,NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1,SETFNECMODOHTO-UHFFFAOYSA-N,1,CHEMBL77517,1,6.65,6.65,Anopheles gambiae,ChEMBL
EXT_00629,CSCC[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CSSC[C@@H]2NC(=O)[C@@H]3CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC1=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N3)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC2=O,SFFKKWQHDLGIQB-HQYFERETSA-N,1,CHEMBL2272096,2,7.72,7.665,Blattella germanica,ChEMBL
EXT_00630,Cc1cn(CCCCCCCCOC(c2ccccc2)(c2ccccc2)c2ccccc2)c(=O)[nH]c1=O,SFNKSIIBUILCIH-UHFFFAOYSA-N,0,CHEMBL374244,1,4.52,4.52,Drosophila melanogaster,ChEMBL
EXT_00631,CCN1CCN(C2CCN(C(=O)COc3ccc(-c4ccccc4F)cc3)CC2)CC1,SGLADPJLVFJEPA-UHFFFAOYSA-N,1,CHEMBL4276694,3,6.66,6.62,"Aedes aegypti,Anopheles gambiae",ChEMBL
EXT_00632,CCNCc1cccnc1,SGROJTFSHJVVSF-UHFFFAOYSA-N,0,CHEMBL2286832,1,,,Musca domestica,ChEMBL
EXT_00633,CN(C)CC/N=C(/S)Nc1ccc(S(N)(=O)=O)cc1,SGYDCWZOMUMRHB-UHFFFAOYSA-N,0,CHEMBL179218,1,4.13,4.13,Anopheles gambiae,ChEMBL
EXT_00634,Cc1cc(C)c(Cl)c(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1,SHJGYGDSHYNHFN-UHFFFAOYSA-N,1,CHEMBL2286437,1,5.76,5.76,Spodoptera littoralis,ChEMBL
EXT_00635,NC(=S)N/N=C/C=C/c1ccccc1,SHUQFXIRXYXNOZ-HCFISPQYSA-N,1,CHEMBL1276230,1,,,Aedes aegypti,ChEMBL
EXT_00636,c1ccc2[nH]ccc2c1,SIKJAQJRHWYJAI-UHFFFAOYSA-N,0,CHEMBL15844,2,4.11,4.11,Plutella xylostella,ChEMBL
EXT_00637,CC(C)(C)N(NC(=O)c1cccc(F)c1)C(=O)c1ccccc1Cl,SISYMEZDIREZLL-UHFFFAOYSA-N,0,CHEMBL2286746,1,4.59,4.59,Drosophila melanogaster,ChEMBL
EXT_00638,CC(C)Cn1cc(C(=O)C(F)F)cn1,SJSTZEWGUCLUTP-UHFFFAOYSA-N,1,CHEMBL3623560,2,5.52,5.46,Anopheles gambiae,ChEMBL
EXT_00639,CNC(=O)c1cc(Br)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,SJUVAGITOHZCSM-UHFFFAOYSA-N,1,CHEMBL398819,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00640,Cc1cn(CCCCCOC(c2ccccc2)(c2ccccc2)c2ccccc2)c(=O)[nH]c1=O,SLJLMYFAIDHROH-UHFFFAOYSA-N,0,CHEMBL216997,1,4.82,4.82,Drosophila melanogaster,ChEMBL
EXT_00641,CO/N=C1/NCCN(Cc2ccc(Cl)nc2)C1=O,SLNCTQCXEXOORY-UHFFFAOYSA-N,1,CHEMBL2272694,1,5.82,5.82,Musca domestica,ChEMBL
EXT_00642,CN(C)Cc1cccnc1,SLZCOYDOFRTTHF-UHFFFAOYSA-N,0,CHEMBL331904,1,,,Musca domestica,ChEMBL
EXT_00643,CN1CCC[C@H]1c1cccnc1,SNICXCGAKADSCV-JTQLQIEISA-N,1,CHEMBL3,5,5.61,5.485,"Drosophila melanogaster,Musca domestica",ChEMBL
EXT_00644,CN1CCC[C@@H]1c1cccnc1,SNICXCGAKADSCV-SNVBAGLBSA-N,0,CHEMBL9732,3,4.22,4.22,Musca domestica,ChEMBL
EXT_00645,CCC(CC)Cc1ccc(OCCC/C=N/OC)cc1,SOMABUKUCYKKGW-LDADJPATSA-N,1,CHEMBL2272182,1,6.66,6.66,Culex pipiens,ChEMBL
EXT_00646,C#CCOC(=O)C1=CCCN(C)C1,SPHRJZBOFYIKMC-UHFFFAOYSA-N,1,CHEMBL128365,2,5.35,5.3149999999999995,Drosophila melanogaster,ChEMBL
EXT_00647,Cc1cc(C)c(Cl)c(C(=O)N(NC(=O)c2ccc3c(c2C)CCCO3)C(C)(C)C)c1,SPIZWORIBFYOLU-UHFFFAOYSA-N,1,CHEMBL2286444,1,7.17,7.17,Spodoptera littoralis,ChEMBL
EXT_00648,CCO/N=C/COc1ccc(Oc2cccc([N+](=O)[O-])c2)cc1,SPPVMUZAHPHXGG-LICLKQGHSA-N,1,CHEMBL2271469,1,7.75,7.75,Culex pipiens,ChEMBL
EXT_00649,CCOP(=O)(OCC)SCCCCCCCCSP(=O)(OCC)OCC,SQPJEYFWFWRQGM-UHFFFAOYSA-N,1,CHEMBL2252844,2,5.32,5.32,"Drosophila melanogaster,Musca domestica",ChEMBL
EXT_00650,CC(C)CN1C[C@H](CCCCN)NC(=S)c2nn(CC(C)C)cc21,SRDGVWFRHBVJPL-HNNXBMFYSA-N,1,CHEMBL3974271,1,5.17,5.17,Drosophila melanogaster,ChEMBL
EXT_00651,Cc1cc(O)c2c(c1)O[C@@]1(C(=O)NCCO)C(=CC=C[C@H]1O)C2=O,SRLBYYFTPDTTRA-DYVFJYSZSA-N,0,CHEMBL89464,1,4.64,4.64,Drosophila melanogaster,ChEMBL
EXT_00652,CCCCCCS(=O)(=O)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,SROORBDBUHCJSN-LDMBFOFVSA-N,0,CHEMBL1689641,1,,,Drosophila melanogaster,ChEMBL
EXT_00653,CN1CCC(NCc2ccc([C@@H]3Nc4c(F)cc(F)cc4[C@@H]4C=CC[C@@H]43)cc2)CC1,SSLSWWQENAPOFG-DPLHUUCSSA-N,0,CHEMBL2064261,2,,,"Aedes aegypti,Anopheles stephensi",ChEMBL
EXT_00654,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,STECJAGHUSJQJN-FWXGHANASA-N,1,CHEMBL2251240,2,9.15,9.055,Drosophila melanogaster,ChEMBL
EXT_00655,CC(C)(CCN1CCN(Cc2ccc(Cl)nc2)/C1=N\[N+](=O)[O-])CCN1CCN(Cc2ccc(Cl)nc2)/C1=N\[N+](=O)[O-],STRMCUCFXKFYOH-WTMPVAMOSA-N,1,CHEMBL2252352,1,5.84,5.84,Musca domestica,ChEMBL
EXT_00656,O=C(O)Cc1nc(-c2ccc(Cl)cc2)no1,SUVXWDJZJAVWEA-UHFFFAOYSA-N,1,CHEMBL495441,1,,,Aedes aegypti,ChEMBL
EXT_00657,CCC(CC)Cc1ccc(OCCCCCOC)cc1,SWFSQBYUUPKVJP-UHFFFAOYSA-N,1,CHEMBL2271840,1,5.71,5.71,Culex pipiens,ChEMBL
EXT_00658,C/N=C(\NCc1ccc(Cl)nc1)N[N+](=O)[O-],SWHRDLPFZQFSLS-UHFFFAOYSA-N,1,CHEMBL148390,4,8.36,8.14,"Drosophila melanogaster,Musca domestica",ChEMBL
EXT_00659,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2Cl)C(C)(C)C)cc1,SXFBNFBHSBQUPU-UHFFFAOYSA-N,1,CHEMBL2286438,1,6.47,6.47,Spodoptera littoralis,ChEMBL
EXT_00660,O=[N+]([O-])/N=C1\NCCN1Cc1cnc(Cl)c(Br)c1,SYMPEVQAJKXDTI-UHFFFAOYSA-N,1,CHEMBL2287706,1,6.82,6.82,Musca domestica,ChEMBL
EXT_00661,CCCCN(CCCC)C(=S)S,SZRLKIKBPASKQH-UHFFFAOYSA-N,1,CHEMBL2023721,2,9.3,8.535,Drosophila melanogaster,ChEMBL
EXT_00662,Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)OC(C)C3)C(C)(C)C)c1,TUCSJFNYZJYLHE-UHFFFAOYSA-N,0,CHEMBL2228848,2,,,Plutella xylostella,ChEMBL
EXT_00663,O=C(O)Cc1nc(-c2ccc(Br)cc2)no1,TUKOCDSLLJGORV-UHFFFAOYSA-N,0,CHEMBL493415,1,,,Aedes aegypti,ChEMBL
EXT_00664,CCCC12COP(=S)(OC1)OC2,TVWURRDFHQMXFZ-UHFFFAOYSA-N,1,CHEMBL2287385,1,6.0,6.0,Blattella germanica,ChEMBL
EXT_00665,Cc1cn([C@H]2C[C@H](n3nncc3-c3ccc(Cl)cc3)[C@@H](CO)O2)c(=O)[nH]c1=O,TWLPJSCQTPQHJC-NUEKZKHPSA-N,0,CHEMBL1091210,1,4.52,4.52,Drosophila melanogaster,ChEMBL
EXT_00666,CCC(CC)Cc1ccc(OCCNC(=O)OC(C)C)cc1,TWWYTFSPZFZEBO-UHFFFAOYSA-N,1,CHEMBL2272164,1,8.12,8.12,Culex pipiens,ChEMBL
EXT_00667,NCc1ccc(S(N)(=O)=O)cc1,TYMRLRRVMHJFTF-UHFFFAOYSA-N,0,CHEMBL419,1,4.87,4.87,Anopheles gambiae,ChEMBL
EXT_00668,C=C1C(CCCC)=C(C#N)C(=O)N1c1cccc(Cl)c1C,TZJUVBVCSBZHNP-UHFFFAOYSA-N,1,CHEMBL1254864,1,5.08,5.08,Lucilia cuprina,ChEMBL
EXT_00669,CCO/N=C/COc1ccc(Oc2cccc(C)c2)cc1,UAIPWDDSFDCVDX-WOJGMQOQSA-N,1,CHEMBL2271800,1,8.71,8.71,Culex pipiens,ChEMBL
EXT_00670,CCC(CC)Cc1ccc(OCC/C=N/OC(C)C)cc1,UBKGNBOWTBTLLM-XDHOZWIPSA-N,1,CHEMBL2272183,1,10.76,10.76,Culex pipiens,ChEMBL
EXT_00671,NS(=O)(=O)Cc1noc2ccccc12,UBQNRHZMVUUOMG-UHFFFAOYSA-N,1,CHEMBL750,1,6.58,6.58,Anopheles gambiae,ChEMBL
EXT_00672,CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21,UBRKDAVQCKZSPO-UHFFFAOYSA-N,1,CHEMBL17045,2,5.91,5.885,Drosophila melanogaster,ChEMBL
EXT_00673,NS(=O)(=O)c1ccc(C(=O)O)cc1,UCAGLBKTLXCODC-UHFFFAOYSA-N,1,CHEMBL414,1,6.15,6.15,Anopheles gambiae,ChEMBL
EXT_00674,C=C[C@]1(C)CC[C@H]2C(=CC[C@@H]3[C@](C)(CO)CC[C@@H]4C[C@@]432)C1,UCEUIXXYXCUUSN-FZWBFHRNSA-N,1,CHEMBL2268883,1,,,Spodoptera frugiperda,ChEMBL
EXT_00675,CCCO/N=C(\C)COc1ccc(Oc2ccccc2)cc1,UCKVIINUEAPPCZ-XDJHFCHBSA-N,1,CHEMBL2271771,1,7.53,7.53,Culex pipiens,ChEMBL
EXT_00676,CC(=O)OC[C@]12[C@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H]3OC(=O)C(C)(O)CCc4ncccc4C(=O)OC[C@@]4(C)O[C@@]1([C@H]3C)[C@@H](OC(C)=O)[C@@H]4C(=O)[C@@H]2OC(C)=O,UCOPHAQUYHWUPL-WMGPEYNPSA-N,1,CHEMBL4103848,1,,,Aedes aegypti,ChEMBL
EXT_00677,O=S(=O)(Cc1ccccc1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,UDJIORVHQZZHIW-NAWOPXAZSA-N,0,CHEMBL1689635,1,,,Drosophila melanogaster,ChEMBL
EXT_00678,Cc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2Cl)C(C)(C)C)cc1,UDSMHPVMWUPKBV-UHFFFAOYSA-N,1,CHEMBL2286441,1,5.87,5.87,Spodoptera littoralis,ChEMBL
EXT_00679,CCO/N=C/COc1ccc(Oc2ccccc2Cl)cc1,UEHMBHOIYLPKGE-WOJGMQOQSA-N,1,CHEMBL2271798,1,6.89,6.89,Culex pipiens,ChEMBL
EXT_00680,N=C1NCCN1Cc1ccc(Cl)nc1,UEQZFAGVRGWPDK-UHFFFAOYSA-N,1,CHEMBL309804,2,6.0,5.91,Drosophila melanogaster,ChEMBL
EXT_00681,CCN(CC)Cc1cccnc1,UEUUOSYQIZIXMD-UHFFFAOYSA-N,0,CHEMBL2286836,1,,,Musca domestica,ChEMBL
EXT_00682,CC1(O)c2cn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)nc2CC1(F)F,UEXNMZMHXMVREM-UHFFFAOYSA-N,1,CHEMBL203278,1,7.0,7.0,Musca domestica,ChEMBL
EXT_00683,CCONCCCOc1ccc(CC(C)C)cc1,UFOAKOVSRNEJBA-UHFFFAOYSA-N,1,CHEMBL2271834,1,7.81,7.81,Culex pipiens,ChEMBL
EXT_00684,CC(C)CO/N=C/CCOc1ccc(Cc2ccccc2)cc1,UGGNYDICJSBPEF-FYJGNVAPSA-N,1,CHEMBL2271788,1,9.68,9.68,Culex pipiens,ChEMBL
EXT_00685,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,UHDGCWIWMRVCDJ-CCXZUQQUSA-N,0,CHEMBL803,2,,,Drosophila melanogaster,ChEMBL
EXT_00686,CN(C)CCCN1C(=O)CSC1c1ccc(Cl)cc1,UHOAIESFARWLTF-UHFFFAOYSA-N,1,CHEMBL5440621,1,6.07,6.07,Anopheles gambiae,ChEMBL
EXT_00687,CNC(=O)ON=C(C)SC,UHXUZOCRWCRNSJ-UHFFFAOYSA-N,0,CHEMBL3085419,2,,,Plutella xylostella,ChEMBL
EXT_00688,CN1C(=O)CC[C@H]1c1cccnc1,UIKROCXWUNQSPJ-VIFPVBQESA-N,0,CHEMBL578211,1,,,Musca domestica,ChEMBL
EXT_00689,CC(C)CN1C[C@@H](CCCCN)N=C(SCCC(=O)NN)c2nn(CC(C)C)cc21,UJJHGVGOUCOPLX-QGZVFWFLSA-N,0,CHEMBL3982272,1,4.68,4.68,Drosophila melanogaster,ChEMBL
EXT_00690,CCCCCCCCCC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cc(/C=C/Br)c(=O)[nH]c1=O,UJLLAVMKZANACG-PWRIRTTLSA-N,0,CHEMBL400618,2,,,Drosophila melanogaster,ChEMBL
EXT_00691,O=C(/N=C1/N(CCCCCCN2CCN(Cc3ccc(Cl)nc3)/C2=N/C(=O)C(F)(F)F)CCN1Cc1ccc(Cl)nc1)C(F)(F)F,ULHNZITWDHMBKD-QMMCXANNSA-N,0,CHEMBL2252351,1,4.58,4.58,Musca domestica,ChEMBL
EXT_00692,CN(C)CCCN1C(=O)CSC1c1cccc(Cl)c1Cl,ULNFTCVMWDRSGR-UHFFFAOYSA-N,1,CHEMBL5401085,1,5.44,5.44,Anopheles gambiae,ChEMBL
EXT_00693,COc1cc(CN2CCN/C2=N\[N+](=O)[O-])cnc1Cl,ULUYZUCREVJCJA-UHFFFAOYSA-N,1,CHEMBL2287708,1,6.12,6.12,Musca domestica,ChEMBL
EXT_00694,CCCCCC[Se](=O)(=O)CC(C)=O,UMYOOWWZVVASQM-UHFFFAOYSA-N,0,CHEMBL152376,1,4.16,4.16,Drosophila melanogaster,ChEMBL
EXT_00695,CNC(=O)c1ccc(C(OC/C=C\Cn2cc(C)c(=O)[nH]c2=O)(c2ccccc2)c2ccccc2)cc1,UOCXTBVLUKRGQL-KTKRTIGZSA-N,1,CHEMBL385954,1,5.8,5.8,Drosophila melanogaster,ChEMBL
EXT_00696,Cc1cccc(C(=O)NC(C)C)c1NC(=O)c1cc(C(F)(F)F)nn1C(C)C,UPAXYPIULKFTGB-UHFFFAOYSA-N,1,CHEMBL370999,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00697,C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,UPEZCKBFRMILAV-JMZLNJERSA-N,1,CHEMBL549300,1,5.59,5.59,Drosophila melanogaster,ChEMBL
EXT_00698,CCCC[C@@H]1OC(=O)C2=CCCC[C@H]21,UPJFTVFLSIQQAV-KOLCDFICSA-N,0,CHEMBL2252754,2,,,Drosophila melanogaster,ChEMBL
EXT_00699,CCC(CC)(NC(=O)c1ccc2c(c1C)CCCO2)C(=O)c1cc(C)cc(C)c1,UPOFHUGBBSWKSH-UHFFFAOYSA-N,1,CHEMBL2286409,1,6.78,6.78,Spodoptera littoralis,ChEMBL
EXT_00700,CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C,UQTLRMAXXDCFFD-HTMKTGTPSA-N,1,CHEMBL564892,1,6.49,6.49,Drosophila melanogaster,ChEMBL
EXT_00701,CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,UQTLRMAXXDCFFD-MUURXVJHSA-N,0,CHEMBL562711,1,4.84,4.84,Drosophila melanogaster,ChEMBL
